High_Quality,Low_Quality,Type
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_178.jpg,processed_images\overexposed\woman_3_178.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_178.jpg,processed_images\compressed\woman_3_178.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_179.jpg,processed_images\low_resolution\woman_3_179.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_179.jpg,processed_images\noisy\woman_3_179.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_179.jpg,processed_images\underexposed\woman_3_179.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_179.jpg,processed_images\overexposed\woman_3_179.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_179.jpg,processed_images\compressed\woman_3_179.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_18.jpg,processed_images\low_resolution\woman_3_18.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_18.jpg,processed_images\noisy\woman_3_18.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_18.jpg,processed_images\underexposed\woman_3_18.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_18.jpg,processed_images\overexposed\woman_3_18.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_18.jpg,processed_images\compressed\woman_3_18.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_180.jpg,processed_images\low_resolution\woman_3_180.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_180.jpg,processed_images\noisy\woman_3_180.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_180.jpg,processed_images\underexposed\woman_3_180.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_180.jpg,processed_images\overexposed\woman_3_180.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_180.jpg,processed_images\compressed\woman_3_180.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_181.jpg,processed_images\low_resolution\woman_3_181.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_181.jpg,processed_images\noisy\woman_3_181.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_181.jpg,processed_images\underexposed\woman_3_181.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_181.jpg,processed_images\overexposed\woman_3_181.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_181.jpg,processed_images\compressed\woman_3_181.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_182.jpg,processed_images\low_resolution\woman_3_182.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_182.jpg,processed_images\noisy\woman_3_182.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_182.jpg,processed_images\underexposed\woman_3_182.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_182.jpg,processed_images\overexposed\woman_3_182.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_182.jpg,processed_images\compressed\woman_3_182.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_183.jpg,processed_images\low_resolution\woman_3_183.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_183.jpg,processed_images\noisy\woman_3_183.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_183.jpg,processed_images\underexposed\woman_3_183.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_183.jpg,processed_images\overexposed\woman_3_183.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_183.jpg,processed_images\compressed\woman_3_183.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_184.jpg,processed_images\low_resolution\woman_3_184.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_184.jpg,processed_images\noisy\woman_3_184.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_184.jpg,processed_images\underexposed\woman_3_184.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_184.jpg,processed_images\overexposed\woman_3_184.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_184.jpg,processed_images\compressed\woman_3_184.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_185.jpg,processed_images\low_resolution\woman_3_185.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_185.jpg,processed_images\noisy\woman_3_185.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_185.jpg,processed_images\underexposed\woman_3_185.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_185.jpg,processed_images\overexposed\woman_3_185.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_185.jpg,processed_images\compressed\woman_3_185.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_186.jpg,processed_images\low_resolution\woman_3_186.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_186.jpg,processed_images\noisy\woman_3_186.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_186.jpg,processed_images\underexposed\woman_3_186.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_186.jpg,processed_images\overexposed\woman_3_186.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_186.jpg,processed_images\compressed\woman_3_186.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_187.jpg,processed_images\low_resolution\woman_3_187.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_187.jpg,processed_images\noisy\woman_3_187.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_187.jpg,processed_images\underexposed\woman_3_187.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_187.jpg,processed_images\overexposed\woman_3_187.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_187.jpg,processed_images\compressed\woman_3_187.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_188.jpg,processed_images\low_resolution\woman_3_188.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_188.jpg,processed_images\noisy\woman_3_188.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_188.jpg,processed_images\underexposed\woman_3_188.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_188.jpg,processed_images\overexposed\woman_3_188.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_188.jpg,processed_images\compressed\woman_3_188.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_189.jpg,processed_images\low_resolution\woman_3_189.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_189.jpg,processed_images\noisy\woman_3_189.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_189.jpg,processed_images\underexposed\woman_3_189.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_189.jpg,processed_images\overexposed\woman_3_189.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_189.jpg,processed_images\compressed\woman_3_189.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_19.jpg,processed_images\low_resolution\woman_3_19.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_19.jpg,processed_images\noisy\woman_3_19.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_19.jpg,processed_images\underexposed\woman_3_19.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_19.jpg,processed_images\overexposed\woman_3_19.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_19.jpg,processed_images\compressed\woman_3_19.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_190.jpg,processed_images\low_resolution\woman_3_190.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_190.jpg,processed_images\noisy\woman_3_190.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_190.jpg,processed_images\underexposed\woman_3_190.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_190.jpg,processed_images\overexposed\woman_3_190.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_190.jpg,processed_images\compressed\woman_3_190.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_191.jpg,processed_images\low_resolution\woman_3_191.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_191.jpg,processed_images\noisy\woman_3_191.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_191.jpg,processed_images\underexposed\woman_3_191.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_191.jpg,processed_images\overexposed\woman_3_191.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_191.jpg,processed_images\compressed\woman_3_191.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_192.jpg,processed_images\low_resolution\woman_3_192.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_192.jpg,processed_images\noisy\woman_3_192.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_192.jpg,processed_images\underexposed\woman_3_192.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_192.jpg,processed_images\overexposed\woman_3_192.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_192.jpg,processed_images\compressed\woman_3_192.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_193.jpg,processed_images\low_resolution\woman_3_193.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_193.jpg,processed_images\noisy\woman_3_193.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_193.jpg,processed_images\underexposed\woman_3_193.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_193.jpg,processed_images\overexposed\woman_3_193.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_193.jpg,processed_images\compressed\woman_3_193.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_194.jpg,processed_images\low_resolution\woman_3_194.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_194.jpg,processed_images\noisy\woman_3_194.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_194.jpg,processed_images\underexposed\woman_3_194.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_194.jpg,processed_images\overexposed\woman_3_194.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_194.jpg,processed_images\compressed\woman_3_194.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_195.jpg,processed_images\low_resolution\woman_3_195.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_195.jpg,processed_images\noisy\woman_3_195.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_195.jpg,processed_images\underexposed\woman_3_195.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_195.jpg,processed_images\overexposed\woman_3_195.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_195.jpg,processed_images\compressed\woman_3_195.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_196.jpg,processed_images\low_resolution\woman_3_196.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_196.jpg,processed_images\noisy\woman_3_196.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_196.jpg,processed_images\underexposed\woman_3_196.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_196.jpg,processed_images\overexposed\woman_3_196.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_196.jpg,processed_images\compressed\woman_3_196.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_197.jpg,processed_images\low_resolution\woman_3_197.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_197.jpg,processed_images\noisy\woman_3_197.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_197.jpg,processed_images\underexposed\woman_3_197.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_197.jpg,processed_images\overexposed\woman_3_197.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_197.jpg,processed_images\compressed\woman_3_197.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_198.jpg,processed_images\low_resolution\woman_3_198.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_198.jpg,processed_images\noisy\woman_3_198.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_198.jpg,processed_images\underexposed\woman_3_198.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_198.jpg,processed_images\overexposed\woman_3_198.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_198.jpg,processed_images\compressed\woman_3_198.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_199.jpg,processed_images\low_resolution\woman_3_199.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_199.jpg,processed_images\noisy\woman_3_199.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_199.jpg,processed_images\underexposed\woman_3_199.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_199.jpg,processed_images\overexposed\woman_3_199.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_199.jpg,processed_images\compressed\woman_3_199.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_2.jpg,processed_images\low_resolution\woman_3_2.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_2.jpg,processed_images\noisy\woman_3_2.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_2.jpg,processed_images\underexposed\woman_3_2.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_2.jpg,processed_images\overexposed\woman_3_2.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_2.jpg,processed_images\compressed\woman_3_2.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_20.jpg,processed_images\low_resolution\woman_3_20.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_20.jpg,processed_images\noisy\woman_3_20.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_20.jpg,processed_images\underexposed\woman_3_20.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_20.jpg,processed_images\overexposed\woman_3_20.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_20.jpg,processed_images\compressed\woman_3_20.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_21.jpg,processed_images\low_resolution\woman_3_21.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_21.jpg,processed_images\noisy\woman_3_21.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_21.jpg,processed_images\underexposed\woman_3_21.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_21.jpg,processed_images\overexposed\woman_3_21.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_21.jpg,processed_images\compressed\woman_3_21.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_22.jpg,processed_images\low_resolution\woman_3_22.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_22.jpg,processed_images\noisy\woman_3_22.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_22.jpg,processed_images\underexposed\woman_3_22.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_22.jpg,processed_images\overexposed\woman_3_22.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_22.jpg,processed_images\compressed\woman_3_22.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_23.jpg,processed_images\low_resolution\woman_3_23.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_23.jpg,processed_images\noisy\woman_3_23.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_23.jpg,processed_images\underexposed\woman_3_23.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_23.jpg,processed_images\overexposed\woman_3_23.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_23.jpg,processed_images\compressed\woman_3_23.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_24.jpg,processed_images\low_resolution\woman_3_24.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_24.jpg,processed_images\noisy\woman_3_24.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_24.jpg,processed_images\underexposed\woman_3_24.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_24.jpg,processed_images\overexposed\woman_3_24.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_24.jpg,processed_images\compressed\woman_3_24.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_25.jpg,processed_images\low_resolution\woman_3_25.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_25.jpg,processed_images\noisy\woman_3_25.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_25.jpg,processed_images\underexposed\woman_3_25.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_25.jpg,processed_images\overexposed\woman_3_25.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_25.jpg,processed_images\compressed\woman_3_25.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_26.jpg,processed_images\low_resolution\woman_3_26.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_26.jpg,processed_images\noisy\woman_3_26.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_26.jpg,processed_images\underexposed\woman_3_26.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_26.jpg,processed_images\overexposed\woman_3_26.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_26.jpg,processed_images\compressed\woman_3_26.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_27.jpg,processed_images\low_resolution\woman_3_27.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_27.jpg,processed_images\noisy\woman_3_27.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_27.jpg,processed_images\underexposed\woman_3_27.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_27.jpg,processed_images\overexposed\woman_3_27.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_27.jpg,processed_images\compressed\woman_3_27.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_28.jpg,processed_images\low_resolution\woman_3_28.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_28.jpg,processed_images\noisy\woman_3_28.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_28.jpg,processed_images\underexposed\woman_3_28.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_28.jpg,processed_images\overexposed\woman_3_28.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_28.jpg,processed_images\compressed\woman_3_28.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_29.jpg,processed_images\low_resolution\woman_3_29.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_29.jpg,processed_images\noisy\woman_3_29.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_29.jpg,processed_images\underexposed\woman_3_29.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_29.jpg,processed_images\overexposed\woman_3_29.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_29.jpg,processed_images\compressed\woman_3_29.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_3.jpg,processed_images\low_resolution\woman_3_3.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_3.jpg,processed_images\noisy\woman_3_3.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_3.jpg,processed_images\underexposed\woman_3_3.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_3.jpg,processed_images\overexposed\woman_3_3.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_3.jpg,processed_images\compressed\woman_3_3.jpg,compressed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_30.jpg,processed_images\low_resolution\woman_3_30.jpg,low_resolution
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_30.jpg,processed_images\noisy\woman_3_30.jpg,noisy
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_30.jpg,processed_images\underexposed\woman_3_30.jpg,underexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_30.jpg,processed_images\overexposed\woman_3_30.jpg,overexposed
C:\Users\rahul\OneDrive\Desktop\AML2203 Advance Python\Project\images\woman\woman_3_30.jpg,processed_images\compressed\woman_3_30.jpg,compressed
